School,Score,Latitude,Longitude,Suburb,Post,geometry
Point Cook College,86,-37.8946081,144.7246806,Derrimut,3030,POINT (144.7246806 -37.8946081)
Westgrove Primary School,83,-37.87649,144.6587218,Derrimut,3030,POINT (144.6587218 -37.87649)
Stella Maris Catholic Primary School,83,-37.89068625,144.72765143437,Derrimut,3030,POINT (144.72765143437 -37.89068625)
Lumen Christi Catholic Primary School Point Cook,76,,,Derrimut,3030,POINT (nan nan)
Thomas Chirnside Primary School,75,-37.9063887,144.6364439,Derrimut,3030,POINT (144.6364439 -37.9063887)
Corpus Christi Primary School,75,-37.9096286,144.6629743,Derrimut,3030,POINT (144.6629743 -37.9096286)
St Andrew's Primary School,73,-37.9014114,144.6512235,Derrimut,3030,POINT (144.6512235 -37.9014114)
Carranballac P-9 College,70,-37.8857448,144.7432625,Derrimut,3030,POINT (144.7432625 -37.8857448)
Sacred Heart Primary School,89,-37.7378949,144.7968501,Kealba,3021,POINT (144.7968501 -37.7378949)
St Paul's Kealba Catholic School,89,,,Kealba,3021,POINT (nan nan)
Holy Eucharist School,88,-37.7537581,144.8143169,Kealba,3021,POINT (144.8143169 -37.7537581)
St Albans Meadows Primary School,80,-37.7536602,144.8173065,Kealba,3021,POINT (144.8173065 -37.7536602)
St Albans Primary School,77,-37.7403941,144.7968322,Kealba,3021,POINT (144.7968322 -37.7403941)
Resurrection Primary School,76,-37.73632165,144.77482145,Kealba,3021,POINT (144.77482145 -37.73632165)
University Park Primary School,76,,,Kealba,3021,POINT (nan nan)
Albanvale Primary School,74,-37.7434932,144.7743404,Kealba,3021,POINT (144.7743404 -37.7434932)
Kings Park Primary School,72,-37.734339,144.7813091,Kealba,3021,POINT (144.7813091 -37.734339)
St Albans East Primary School,71,-37.7413155,144.8069572,Kealba,3021,POINT (144.8069572 -37.7413155)
Taylors Lakes Primary School,79,-37.7064473,144.7947467,Keilor Downs,3038,POINT (144.7947467 -37.7064473)
Keilor Views Primary School,79,-37.7182755,144.8080083,Keilor Downs,3038,POINT (144.8080083 -37.7182755)
Monmia Primary School,75,-37.7191502,144.7955341,Keilor Downs,3038,POINT (144.7955341 -37.7191502)
St Mary MacKillop Primary School,72,-37.7256128,144.8115687,Keilor Downs,3038,POINT (144.8115687 -37.7256128)
Keilor Primary School,91,-37.7169452,144.835844,Keilor North,3036,POINT (144.835844 -37.7169452)
Overnewton Anglican Community College,90,-37.7041262,144.8221591,Keilor North,3036,POINT (144.8221591 -37.7041262)
St Augustine's Primary School,81,,,Keilor North,3036,POINT (nan nan)
St Christopher's School,87,-37.7254701,144.8741399,Keilor Park,3042,POINT (144.8741399 -37.7254701)
St John Bosco's School,84,-37.743631,144.885189,Keilor Park,3042,POINT (144.885189 -37.743631)
Niddrie Primary School,82,-37.7311971,144.8790995,Keilor Park,3042,POINT (144.8790995 -37.7311971)
Sacred Heart Primary School,89,-37.7378949,144.7968501,Kings Park,3021,POINT (144.7968501 -37.7378949)
St Paul's Kealba Catholic School,89,,,Kings Park,3021,POINT (nan nan)
Holy Eucharist School,88,-37.7537581,144.8143169,Kings Park,3021,POINT (144.8143169 -37.7537581)
St Albans Meadows Primary School,80,-37.7536602,144.8173065,Kings Park,3021,POINT (144.8173065 -37.7536602)
St Albans Primary School,77,-37.7403941,144.7968322,Kings Park,3021,POINT (144.7968322 -37.7403941)
Resurrection Primary School,76,-37.73632165,144.77482145,Kings Park,3021,POINT (144.77482145 -37.73632165)
University Park Primary School,76,,,Kings Park,3021,POINT (nan nan)
Albanvale Primary School,74,-37.7434932,144.7743404,Kings Park,3021,POINT (144.7743404 -37.7434932)
Kings Park Primary School,72,-37.734339,144.7813091,Kings Park,3021,POINT (144.7813091 -37.734339)
St Albans East Primary School,71,-37.7413155,144.8069572,Kings Park,3021,POINT (144.8069572 -37.7413155)
Sacred Heart Primary School,89,-37.7378949,144.7968501,St Albans,3021,POINT (144.7968501 -37.7378949)
St Paul's Kealba Catholic School,89,,,St Albans,3021,POINT (nan nan)
Holy Eucharist School,88,-37.7537581,144.8143169,St Albans,3021,POINT (144.8143169 -37.7537581)
St Albans Meadows Primary School,80,-37.7536602,144.8173065,St Albans,3021,POINT (144.8173065 -37.7536602)
St Albans Primary School,77,-37.7403941,144.7968322,St Albans,3021,POINT (144.7968322 -37.7403941)
Resurrection Primary School,76,-37.73632165,144.77482145,St Albans,3021,POINT (144.77482145 -37.73632165)
University Park Primary School,76,,,St Albans,3021,POINT (nan nan)
Albanvale Primary School,74,-37.7434932,144.7743404,St Albans,3021,POINT (144.7743404 -37.7434932)
Kings Park Primary School,72,-37.734339,144.7813091,St Albans,3021,POINT (144.7813091 -37.734339)
St Albans East Primary School,71,-37.7413155,144.8069572,St Albans,3021,POINT (144.8069572 -37.7413155)
Heathdale Christian College,99,,,Werribee South,3030,POINT (nan nan)
St Bernadette's Primary School,87,,,Sunshine,3020,POINT (nan nan)
Albion Primary School,85,-37.7825589,144.819331,Sunshine,3020,POINT (144.819331 -37.7825589)
Our Lady of the Immaculate Conception School,85,-37.7881648,144.8337721,Sunshine,3020,POINT (144.8337721 -37.7881648)
Albion North Primary School,81,-37.7615835,144.8220032,Sunshine,3020,POINT (144.8220032 -37.7615835)
St Theresa's School,77,,,Sunshine,3020,POINT (nan nan)
St Paul's Primary School,71,,,Sunshine,3020,POINT (nan nan)
St Peter's Primary School,71,,,Sunshine,3020,POINT (nan nan)
Sunshine Heights Primary School,69,-37.7914354,144.8119111,Sunshine,3020,POINT (144.8119111 -37.7914354)
Sunshine Primary School,68,-37.7846141,144.8322037,Sunshine,3020,POINT (144.8322037 -37.7846141)
Glendal Primary School,99,-37.8691122,145.1554739,Wheelers Hill,3150,POINT (145.1554739 -37.8691122)
St Bernadette's Primary School,87,,,Sunshine North,3020,POINT (nan nan)
Albion Primary School,85,-37.7825589,144.819331,Sunshine North,3020,POINT (144.819331 -37.7825589)
Our Lady of the Immaculate Conception School,85,-37.7881648,144.8337721,Sunshine North,3020,POINT (144.8337721 -37.7881648)
Albion North Primary School,81,-37.7615835,144.8220032,Sunshine North,3020,POINT (144.8220032 -37.7615835)
St Theresa's School,77,,,Sunshine North,3020,POINT (nan nan)
St Paul's Primary School,71,,,Sunshine North,3020,POINT (nan nan)
St Peter's Primary School,71,,,Sunshine North,3020,POINT (nan nan)
Sunshine Heights Primary School,69,-37.7914354,144.8119111,Sunshine North,3020,POINT (144.8119111 -37.7914354)
Sunshine Primary School,68,-37.7846141,144.8322037,Sunshine North,3020,POINT (144.8322037 -37.7846141)
Mount View Primary School,99,-37.88321,145.1775512,Wheelers Hill,3150,POINT (145.1775512 -37.88321)
St Bernadette's Primary School,87,,,Sunshine West,3020,POINT (nan nan)
Albion Primary School,85,-37.7825589,144.819331,Sunshine West,3020,POINT (144.819331 -37.7825589)
Our Lady of the Immaculate Conception School,85,-37.7881648,144.8337721,Sunshine West,3020,POINT (144.8337721 -37.7881648)
Albion North Primary School,81,-37.7615835,144.8220032,Sunshine West,3020,POINT (144.8220032 -37.7615835)
St Theresa's School,77,,,Sunshine West,3020,POINT (nan nan)
St Paul's Primary School,71,,,Sunshine West,3020,POINT (nan nan)
St Peter's Primary School,71,,,Sunshine West,3020,POINT (nan nan)
Sunshine Heights Primary School,69,-37.7914354,144.8119111,Sunshine West,3020,POINT (144.8119111 -37.7914354)
Sunshine Primary School,68,-37.7846141,144.8322037,Sunshine West,3020,POINT (144.8322037 -37.7846141)
Emmaus Catholic Primary School,91,,,Sydenham,3037,POINT (nan nan)
Cana Catholic Primary School,87,-37.6889941,144.7482367,Sydenham,3037,POINT (144.7482367 -37.6889941)
Gilson College,79,-37.7224508,144.7386984,Sydenham,3037,POINT (144.7386984 -37.7224508)
Sydenham - Hillside Primary School,79,-37.7015935,144.7586713,Sydenham,3037,POINT (144.7586713 -37.7015935)
Taylors Hill Primary School,78,-37.7168645,144.7578193,Sydenham,3037,POINT (144.7578193 -37.7168645)
Parkwood Green Primary School,71,-37.6990941,144.7446339,Sydenham,3037,POINT (144.7446339 -37.6990941)
Mackellar Primary School,71,-37.7187214,144.777535388223,Sydenham,3037,POINT (144.777535388223 -37.7187214)
Taylors Lakes Primary School,79,-37.7064473,144.7947467,Taylors Lakes,3038,POINT (144.7947467 -37.7064473)
Keilor Views Primary School,79,-37.7182755,144.8080083,Taylors Lakes,3038,POINT (144.8080083 -37.7182755)
Monmia Primary School,75,-37.7191502,144.7955341,Taylors Lakes,3038,POINT (144.7955341 -37.7191502)
St Mary MacKillop Primary School,72,-37.7256128,144.8115687,Taylors Lakes,3038,POINT (144.8115687 -37.7256128)
Altona Primary School,95,-37.8693594,144.8176422,Altona,3018,POINT (144.8176422 -37.8693594)
Seaholme Primary School,90,-37.8651425,144.8387477,Altona,3018,POINT (144.8387477 -37.8651425)
St Mary's School,90,-37.866734,144.8284438,Altona,3018,POINT (144.8284438 -37.866734)
Altona P-9 College,77,,,Altona,3018,POINT (nan nan)
Seabrook Primary School,95,-37.8823122,144.756864,Altona Meadows,3028,POINT (144.756864 -37.8823122)
Queen of Peace Parish Primary School,81,-37.87557325,144.791997537691,Altona Meadows,3028,POINT (144.791997537691 -37.87557325)
Altona Green Primary School,71,-37.8785954,144.7858739,Altona Meadows,3028,POINT (144.7858739 -37.8785954)
Altona Meadows Primary School,69,-37.8687759,144.7790505,Altona Meadows,3028,POINT (144.7790505 -37.8687759)
Laverton P-12 College,65,,,Altona Meadows,3028,POINT (nan nan)
St Martin de Porres School,65,,,Altona Meadows,3028,POINT (nan nan)
St Leo the Great Catholic Primary School,95,,,Altona North,3025,POINT (nan nan)
Altona North Primary School,67,-37.837017,144.8513803,Altona North,3025,POINT (144.8513803 -37.837017)
Good Shepherd School,99,,,Wheelers Hill,3150,POINT (nan nan)
Sacred Heart School,85,,,Newport,3015,POINT (nan nan)
Newport Gardens Primary School,84,,,Newport,3015,POINT (nan nan)
St Margaret Mary's School,83,,,Newport,3015,POINT (nan nan)
Spotswood Primary School,73,-37.8343878,144.8821093,Newport,3015,POINT (144.8821093 -37.8343878)
Camelot Rise Primary School,99,-37.8647225,145.1850827,Wheelers Hill,3150,POINT (145.1850827 -37.8647225)
Sacred Heart School,85,,,Spotswood,3015,POINT (nan nan)
Newport Gardens Primary School,84,,,Spotswood,3015,POINT (nan nan)
St Margaret Mary's School,83,,,Spotswood,3015,POINT (nan nan)
Spotswood Primary School,73,-37.8343878,144.8821093,Spotswood,3015,POINT (144.8821093 -37.8343878)
Seabrook Primary School,95,-37.8823122,144.756864,Seabrook,3028,POINT (144.756864 -37.8823122)
Queen of Peace Parish Primary School,81,-37.87557325,144.791997537691,Seabrook,3028,POINT (144.791997537691 -37.87557325)
Altona Green Primary School,71,-37.8785954,144.7858739,Seabrook,3028,POINT (144.7858739 -37.8785954)
Altona Meadows Primary School,69,-37.8687759,144.7790505,Seabrook,3028,POINT (144.7790505 -37.8687759)
Laverton P-12 College,65,,,Seabrook,3028,POINT (nan nan)
St Martin de Porres School,65,,,Seabrook,3028,POINT (nan nan)
Altona Primary School,95,-37.8693594,144.8176422,Seaholme,3018,POINT (144.8176422 -37.8693594)
Seaholme Primary School,90,-37.8651425,144.8387477,Seaholme,3018,POINT (144.8387477 -37.8651425)
St Mary's School,90,-37.866734,144.8284438,Seaholme,3018,POINT (144.8284438 -37.866734)
Altona P-9 College,77,,,Seaholme,3018,POINT (nan nan)
Glen Waverley Primary School,99,-37.8755391,145.1779378,Wheelers Hill,3150,POINT (145.1779378 -37.8755391)
Highvale Primary School,98,-37.8660963,145.1726699,Wheelers Hill,3150,POINT (145.1726699 -37.8660963)
Williamstown Primary School,90,-37.864659,144.9025508,Williamstown,3016,POINT (144.9025508 -37.864659)
Bayside P-12 College,67,,,Williamstown,3016,POINT (nan nan)
Christ the King Primary School,72,,,Braybrook,3019,POINT (nan nan)
Dinjerra Primary School,67,-37.791303,144.8510928,Braybrook,3019,POINT (144.8510928 -37.791303)
St John's School,83,-37.7961807,144.8867001,Footscray,3011,POINT (144.8867001 -37.7961807)
Footscray North Primary School,82,-37.7966349,144.8816044,Footscray,3011,POINT (144.8816044 -37.7966349)
Footscray City Primary School,81,-37.8053334,144.901034,Footscray,3011,POINT (144.901034 -37.8053334)
St Monica's Primary School,80,-37.8012441,144.9059801,Footscray,3011,POINT (144.9059801 -37.8012441)
Footscray Primary School,78,-37.7989233,144.8925097,Footscray,3011,POINT (144.8925097 -37.7989233)
Corpus Christi School,86,-37.8078057,144.876024,Kingsville,3012,POINT (144.876024 -37.8078057)
Footscray West Primary School,86,-37.7952229,144.8750349,Kingsville,3012,POINT (144.8750349 -37.7952229)
Corpus Christi School,86,-37.8078057,144.876024,Maidstone,3012,POINT (144.876024 -37.8078057)
Footscray West Primary School,86,-37.7952229,144.8750349,Maidstone,3012,POINT (144.8750349 -37.7952229)
St Margaret's Primary School,92,-37.767232,144.899634,Maribyrnong,3032,POINT (144.899634 -37.767232)
St Mary's Primary School,87,,,Maribyrnong,3032,POINT (nan nan)
Ascot Vale Primary School,77,-37.774252,144.9265319,Maribyrnong,3032,POINT (144.9265319 -37.774252)
Ascot Vale West Primary School,67,-37.7834409,144.9067377,Maribyrnong,3032,POINT (144.9067377 -37.7834409)
St John's School,83,-37.7961807,144.8867001,Seddon,3011,POINT (144.8867001 -37.7961807)
Footscray North Primary School,82,-37.7966349,144.8816044,Seddon,3011,POINT (144.8816044 -37.7966349)
Footscray City Primary School,81,-37.8053334,144.901034,Seddon,3011,POINT (144.901034 -37.8053334)
St Monica's Primary School,80,-37.8012441,144.9059801,Seddon,3011,POINT (144.9059801 -37.8012441)
Footscray Primary School,78,-37.7989233,144.8925097,Seddon,3011,POINT (144.8925097 -37.7989233)
Corpus Christi School,86,-37.8078057,144.876024,Tottenham,3012,POINT (144.876024 -37.8078057)
Footscray West Primary School,86,-37.7952229,144.8750349,Tottenham,3012,POINT (144.8750349 -37.7952229)
Corpus Christi School,86,-37.8078057,144.876024,West Footscray,3012,POINT (144.876024 -37.8078057)
Footscray West Primary School,86,-37.7952229,144.8750349,West Footscray,3012,POINT (144.8750349 -37.7952229)
Wheelers Hill Primary School,98,-37.9000057,145.1773945,Wheelers Hill,3150,POINT (145.1773945 -37.9000057)
Brandon Park Primary School,98,-37.9091193,145.171815,Wheelers Hill,3150,POINT (145.171815 -37.9091193)
Kingsville Primary School,92,-37.8127018,144.8747855,Yarraville,3013,POINT (144.8747855 -37.8127018)
St Augustine's School,85,,,Yarraville,3013,POINT (nan nan)
Melton Christian College,80,-37.7020238,144.5670444,Brookfield,3338,POINT (144.5670444 -37.7020238)
Exford Primary School,78,,,Brookfield,3338,POINT (nan nan)
St Anthony's Primary School,73,-37.7085262,144.5679306,Brookfield,3338,POINT (144.5679306 -37.7085262)
Melton South Primary School,69,-37.7111441,144.5734847,Brookfield,3338,POINT (144.5734847 -37.7111441)
Coburn Primary School,64,-37.695142,144.5729864,Brookfield,3338,POINT (144.5729864 -37.695142)
Southern Cross Grammar,94,-37.714227,144.7399705,Burnside,3023,POINT (144.7399705 -37.714227)
Kororoit Creek Primary School,90,,,Burnside,3023,POINT (nan nan)
Brookside College,86,,,Burnside,3023,POINT (nan nan)
Cairnlea Park Primary School,85,,,Burnside,3023,POINT (nan nan)
St Peter Chanel Primary School,78,,,Burnside,3023,POINT (nan nan)
Christ the Priest Primary School,74,,,Burnside,3023,POINT (nan nan)
Springside P-9 College,73,-37.7100711,144.7391894,Burnside,3023,POINT (144.7391894 -37.7100711)
Creekside College,72,,,Burnside,3023,POINT (nan nan)
St George Preca Catholic Primary School,72,,,Burnside,3023,POINT (nan nan)
Deer Park West Primary School,66,-37.7720922,144.7632553,Burnside,3023,POINT (144.7632553 -37.7720922)
Diggers Rest Primary School,94,-37.6716554,144.7004122,Diggers Rest,3427,POINT (144.7004122 -37.6716554)
Emmaus Catholic Primary School,91,,,Hillside,3037,POINT (nan nan)
Cana Catholic Primary School,87,-37.6889941,144.7482367,Hillside,3037,POINT (144.7482367 -37.6889941)
Gilson College,79,-37.7224508,144.7386984,Hillside,3037,POINT (144.7386984 -37.7224508)
Sydenham - Hillside Primary School,79,-37.7015935,144.7586713,Hillside,3037,POINT (144.7586713 -37.7015935)
Taylors Hill Primary School,78,-37.7168645,144.7578193,Hillside,3037,POINT (144.7578193 -37.7168645)
Parkwood Green Primary School,71,-37.6990941,144.7446339,Hillside,3037,POINT (144.7446339 -37.6990941)
Mackellar Primary School,71,-37.7187214,144.777535388223,Hillside,3037,POINT (144.777535388223 -37.7187214)
St Catherine's School,68,,,Kurunjang,3337,POINT (nan nan)
St Dominic's Primary School,67,,,Kurunjang,3337,POINT (nan nan)
Wedge Park Primary School,66,-37.6770875,144.556573,Kurunjang,3337,POINT (144.556573 -37.6770875)
Toolern Vale and District Primary School,65,,,Kurunjang,3337,POINT (nan nan)
Melton Primary School,65,-37.6820441,144.5803646,Kurunjang,3337,POINT (144.5803646 -37.6820441)
Kurunjang Primary School,64,-37.6703044,144.5875363,Kurunjang,3337,POINT (144.5875363 -37.6703044)
Melton West Primary School,64,-37.6758676,144.5602338,Kurunjang,3337,POINT (144.5602338 -37.6758676)
St Catherine's School,68,,,Melton,3337,POINT (nan nan)
St Dominic's Primary School,67,,,Melton,3337,POINT (nan nan)
Wedge Park Primary School,66,-37.6770875,144.556573,Melton,3337,POINT (144.556573 -37.6770875)
Toolern Vale and District Primary School,65,,,Melton,3337,POINT (nan nan)
Melton Primary School,65,-37.6820441,144.5803646,Melton,3337,POINT (144.5803646 -37.6820441)
Kurunjang Primary School,64,-37.6703044,144.5875363,Melton,3337,POINT (144.5875363 -37.6703044)
Melton West Primary School,64,-37.6758676,144.5602338,Melton,3337,POINT (144.5602338 -37.6758676)
Melton Christian College,80,-37.7020238,144.5670444,Melton South,3338,POINT (144.5670444 -37.7020238)
Exford Primary School,78,,,Melton South,3338,POINT (nan nan)
St Anthony's Primary School,73,-37.7085262,144.5679306,Melton South,3338,POINT (144.5679306 -37.7085262)
Melton South Primary School,69,-37.7111441,144.5734847,Melton South,3338,POINT (144.5734847 -37.7111441)
Coburn Primary School,64,-37.695142,144.5729864,Melton South,3338,POINT (144.5729864 -37.695142)
St Catherine's School,68,,,Melton West,3337,POINT (nan nan)
St Dominic's Primary School,67,,,Melton West,3337,POINT (nan nan)
Wedge Park Primary School,66,-37.6770875,144.556573,Melton West,3337,POINT (144.556573 -37.6770875)
Toolern Vale and District Primary School,65,,,Melton West,3337,POINT (nan nan)
Melton Primary School,65,-37.6820441,144.5803646,Melton West,3337,POINT (144.5803646 -37.6820441)
Kurunjang Primary School,64,-37.6703044,144.5875363,Melton West,3337,POINT (144.5875363 -37.6703044)
Melton West Primary School,64,-37.6758676,144.5602338,Melton West,3337,POINT (144.5602338 -37.6758676)
Southern Cross Grammar,94,-37.714227,144.7399705,Ravenhall,3023,POINT (144.7399705 -37.714227)
Kororoit Creek Primary School,90,,,Ravenhall,3023,POINT (nan nan)
